event_id,match_id,period,minute,team_id,player_id,position_name,outcome_name,is_complete,loc_x,loc_y
c3b68131-3db2-4f8b-bdc5-37b8e5478f3d,3857274,1,12,3565,31152,Right Attacking Midfield,Incomplete,0,85.5,76.5
e6584b84-4908-424f-9d76-73b43dd26248,3857274,1,14,3565,28559,Left Attacking Midfield,Complete,1,86.4,7.6
a796845f-1e3b-4aca-b30f-62ac0c86c8d2,3857274,1,14,3565,28559,Left Attacking Midfield,Incomplete,0,109.7,13.8
ea99a233-a2d9-460f-9070-620ef4d98077,3857274,1,18,941,20750,Right Center Forward,Incomplete,0,86.9,77.0
b013473b-9318-4e42-a3c7-6795f36f390b,3857274,1,28,3565,31152,Right Attacking Midfield,Incomplete,0,114.5,79.2
05840a38-1b88-4d27-865b-5766d2ee98e9,3857274,1,29,3565,23830,Right Defensive Midfield,Incomplete,0,27.0,58.1
265d6ee0-9309-41b7-a5cf-e591c4b3756f,3857274,1,35,3565,28559,Left Attacking Midfield,Incomplete,0,93.7,5.7
aab3b1a9-46ee-449e-b39d-4d7954ab21e1,3857274,1,37,941,8259,Left Center Forward,Complete,1,84.8,68.4
f36644d3-916f-43a4-811e-912adb2ad9d2,3857274,1,44,3565,31152,Right Attacking Midfield,Complete,1,91.3,18.5
e9eadbc9-3745-45d0-8b98-28ca35b43ba7,3857274,2,46,3565,24085,Left Wing Back,Incomplete,0,90.6,2.0
e5d75c5d-9e3c-4466-a135-8b0efcc45a95,3857274,2,47,3565,37737,Right Wing Back,Incomplete,0,33.9,69.9
809f8855-3ca1-4d20-af06-ff6ea6bbf591,3857274,2,59,941,8125,Right Wing Back,Incomplete,0,98.7,72.4
ee88bc0b-ea6e-4211-87cc-63ac010554e1,3857274,2,63,941,2988,Left Center Forward,Incomplete,0,91.4,16.7
c2aca0b6-ac70-48f4-a71a-859a8d298a2d,3857274,2,79,3565,24085,Left Wing Back,Incomplete,0,107.4,2.8
7c75603c-28d1-4952-b433-4cce2ce42d06,3857274,2,82,941,2988,Left Center Forward,Incomplete,0,79.7,23.3
655a25f6-7e59-4d65-8937-513f570810e4,3857274,2,83,3565,28559,Center Forward,Incomplete,0,73.0,74.8
6f42ed0e-f066-4d29-9213-a0573af260b7,3857274,2,84,3565,24085,Left Wing Back,Incomplete,0,76.0,11.0
c34ee944-d41c-46bf-96c2-a4af8c317d09,3857274,2,93,941,8118,Left Defensive Midfield,Incomplete,0,10.2,3.4
c8db94d7-225b-4035-b0b8-7f988d821819,3857255,1,1,772,133353,Right Center Midfield,Incomplete,0,75.5,51.4
80ea10da-1cc6-44a9-9eee-3e8f20da4b32,3857255,1,4,772,133353,Right Center Midfield,Incomplete,0,24.3,56.1
1c4462ae-40b3-4fee-94f8-848e488a81d5,3857255,1,10,772,68574,Right Wing,Incomplete,0,77.7,75.5
f1dc3646-6885-42e8-b713-91e4f14be68f,3857255,1,10,772,68574,Right Wing,Complete,1,72.9,77.7
