event_id,match_id,period,minute,team_id,player_off_id,player_off_name,player_on_id,player_on_name,position_name,outcome_name
2a6d4b6f-9156-43da-a86b-e398c00e1d2a,3857296,2,90,785,5456,Mateo Kovacic,28914,Lovro Majer,Left Center Midfield,Tactical
a074c570-a274-423d-8307-681b4fe3e407,3857274,2,45,941,8259,Steven Bergwijn,2988,Memphis Depay,Left Center Forward,Tactical
4b539261-1857-464f-a090-2ec988e6ce5e,3857274,2,68,941,4318,Davy Klaassen,7745,Steven Berghuis,Center Attacking Midfield,Tactical
41aa6c64-cd60-45bf-8dcf-ad22a9f95e8a,3857274,2,73,3565,34396,Michael Steveen Estrada Martinez,40211,Jeremy Leonel Sarmiento Morante,Center Forward,Tactical
3307eff1-b310-4aa3-9d3d-602b4a9a555b,3857274,2,78,941,20750,Cody Mathes Gakpo,7829,Wout Weghorst,Right Center Forward,Tactical
812abbc9-4b0a-4cef-aad7-e7cdf72574de,3857274,2,79,941,7891,Teun Koopmeiners,6994,Marten de Roon,Right Defensive Midfield,Tactical
334dce72-eb13-4e64-a1e1-527adcda7353,3857274,2,89,3565,28559,Enner Remberto Valencia Lastra,348757,Kevin Jose Rodriguez Cortez,Center Forward,Injury
baaa1b0e-f077-4890-b74f-181a5b431abf,3857274,2,89,3565,31152,Gonzalo Jordy Plata Jimenez,12803,Romario Andres Ibarra Mina,Right Attacking Midfield,Tactical
30cfe6c8-c95f-435e-a10a-fb5410b23f3e,3857255,2,45,778,31090,Takefusa Kubo,8361,Ritsu Doan,Right Wing,Tactical
09c6b15a-1f0c-4c8c-abf0-c5d0fe880a7b,3857255,2,45,772,3957,Cesar Azpilicueta Tanco,5721,Daniel Carvajal Ramos,Right Back,Tactical
e4f96ff4-7075-47a8-a945-51834548978c,3857255,2,45,778,5690,Yuto Nagatomo,37211,Kaoru Mitoma,Left Wing Back,Tactical
4febc959-152f-4c28-a39d-894332e95dce,3857255,2,56,772,68574,Nicholas Williams Arthuer,6748,Ferran Torres Garcia,Right Wing,Tactical
c741e132-3943-4448-aaa1-e26c25d87711,3857255,2,56,772,3477,Alvaro Borja Morata Martin,5719,Marco Asensio Willemsen,Center Forward,Tactical
dfeae11b-b4b7-457e-9aa6-f6702b60fbfe,3857255,2,61,778,30628,Daizen Maeda,8949,Takuma Asano,Center Forward,Tactical
1775e084-e2f1-475f-9b87-0fca1229e4bd,3857255,2,67,772,133353,Pablo Martin Paez Gavira,30756,Anssumane Fati,Right Center Midfield,Tactical
e7a3e7ae-356e-4186-881c-2d0c01531768,3857255,2,68,778,9411,Daichi Kamada,23730,Takehiro Tomiyasu,Left Wing,Tactical
9f490ec7-f290-4849-a973-24912482ea62,3857255,2,68,772,39161,Alejandro Balde Martinez,5211,Jordi Alba Ramos,Left Back,Tactical
88171f38-a88b-43cb-8e49-db64b30ffd63,3857255,2,86,778,37208,Ao Tanaka,23721,Wataru Endo,Right Defensive Midfield,Tactical
2a52e5ff-18e3-435f-ad1c-c0dcf7ef219f,3857272,2,67,768,3233,Raheem Sterling,9638,Jack Grealish,Left Wing,Tactical
e194156b-d16d-4b7c-863d-f20d96fc225b,3857272,2,68,768,30714,Jude Bellingham,3532,Jordan Brian Henderson,Right Defensive Midfield,Tactical
94c9bfab-5799-4735-b634-7cec47201505,3857272,2,76,1839,8526,Weston McKennie,24243,Brenden Aaronson,Right Midfield,Tactical
488f3964-cee4-4a22-a718-222ae56c4eac,3857272,2,77,1839,21881,Sergino Dest,6806,Shaquell Moore,Right Back,Tactical
45d19e3e-391f-4c62-ba0a-d5dcaf507a31,3857272,2,77,768,22084,Bukayo Saka,3318,Marcus Rashford,Right Wing,Tactical
460d5dd6-3f0e-43cb-ac3f-f85f237aca61,3857272,2,82,1839,3377,Timothy Weah,34339,Giovanni Reyna,Right Center Forward,Tactical
8da92e6d-ba3b-4c19-81fa-2fd891ac8317,3857272,2,82,1839,22008,Haji Wright,22168,Joshua Sargent,Left Center Forward,Tactical
