event_id,match_id,period,minute,second,team_id,team_name,player_id,player_name,position_name,loc_x,loc_y,end_loc_x,end_loc_y,statsbomb_xg,outcome_name,body_part_name,shot_type_name,technique_name,under_pressure
6d173e6f-fc09-488e-95bc-bd7c0866dc78,3857296,1,48,47,785,Croatia,5474,Ivan Perišić,Left Wing,108.5,38.0,110.9,14.6,0.08771692,Wayward,Head,Open Play,Normal,0
60f6f1bb-756e-46f6-831e-e805defb3b0c,3857296,1,48,56,785,Croatia,29163,Josip Juranović,Right Back,103.1,51.5,120.0,49.5,0.041306578,Off T,Right Foot,Open Play,Volley,0
526a8e99-85bc-4561-a695-0158650da5f7,3857296,2,47,54,782,Belgium,5633,Yannick Ferreira Carrasco,Left Wing,100.9,28.3,112.8,45.4,0.026916144,Wayward,Left Foot,Open Play,Half Volley,0
d3eea860-3d7b-4234-aa28-b83d35f1f927,3857296,2,48,2,782,Belgium,3289,Romelu Lukaku Menama,Center Forward,117.5,34.2,119.4,36.7,0.1189759,Saved,Head,Open Play,Normal,1
7f4067cb-9208-4cae-81ec-961e8ffea634,3857296,2,49,15,785,Croatia,5456,Mateo Kovačić,Left Center Midfield,103.9,29.2,118.2,37.8,0.07960723,Saved,Right Foot,Open Play,Normal,0
4799713f-dd43-4ede-a5c6-b2ea63f69933,3857296,2,49,54,785,Croatia,12625,Borna Sosa,Left Back,94.7,35.3,120.0,31.3,0.024012579,Off T,Left Foot,Open Play,Half Volley,0
bcf52ea6-b0d3-4575-9758-ddbb8f479712,3857296,2,50,38,782,Belgium,3089,Kevin De Bruyne,Right Wing,100.9,32.5,120.0,33.7,0.048855886,Off T,Left Foot,Open Play,Normal,1
51790588-987a-4e63-b965-b90098c5ebb9,3857296,2,53,8,785,Croatia,5469,Marcelo Brozović,Center Defensive Midfield,100.6,37.7,118.9,38.6,0.10219261,Saved,Left Foot,Open Play,Normal,1
41a28fd2-7a6d-4d11-ab36-662edf29c124,3857296,2,53,42,785,Croatia,5463,Luka Modrić,Right Center Midfield,105.6,52.9,118.9,41.7,0.071706615,Saved,Left Foot,Open Play,Normal,1
4d24c4b6-efe8-4170-b8ed-e96e7f386697,3857296,2,59,47,782,Belgium,5633,Yannick Ferreira Carrasco,Left Wing,112.8,36.3,113.9,36.9,0.09935363,Blocked,Right Foot,Open Play,Normal,0
6ffaa2e9-dde1-4e99-b913-008e8f6c8b0e,3857296,2,59,49,782,Belgium,3289,Romelu Lukaku Menama,Center Forward,110.7,45.1,120.0,44.1,0.19960539,Post,Right Foot,Open Play,Normal,1
90fa222e-7214-4251-907e-4c13dea0e5bc,3857296,2,61,50,782,Belgium,3289,Romelu Lukaku Menama,Center Forward,113.1,42.1,120.0,41.3,0.30245224,Off T,Head,Open Play,Normal,0
e9af7197-0724-4ef3-b17e-07da8e6cac98,3857296,2,67,9,785,Croatia,5463,Luka Modrić,Right Center Midfield,106.7,39.0,118.6,42.0,0.07160131,Saved,Right Foot,Open Play,Half Volley,0
e96a5916-d1e2-4b7d-9a7f-b103be833574,3857296,2,68,11,782,Belgium,3089,Kevin De Bruyne,Right Wing,111.9,60.4,119.5,44.2,0.0061408128,Saved,Right Foot,Open Play,Normal,1
aa3fc28f-fc81-42e2-834e-3ae8e92a0da0,3857296,2,77,41,782,Belgium,3077,Jan Vertonghen,Left Center Back,112.6,36.5,113.3,36.5,0.07045005,Blocked,Head,Open Play,Normal,1
52099583-c849-48ca-9e9e-ea2569525622,3857296,2,86,9,782,Belgium,3176,Thomas Meunier,Right Back,110.5,53.1,115.3,43.4,0.04308796,Blocked,Right Foot,Open Play,Volley,0
14cf62a1-a8b4-48d8-b7cd-1ff6d1356524,3857296,2,86,9,782,Belgium,3289,Romelu Lukaku Menama,Center Forward,115.5,43.8,120.0,45.0,0.4909717,Off T,Left Foot,Open Play,Half Volley,0
5078e0df-5e43-4742-956a-45fd5c985eaf,3857296,2,89,41,782,Belgium,3289,Romelu Lukaku Menama,Center Forward,117.4,37.3,118.8,41.0,0.5721495,Saved,Other,Open Play,Normal,0
6480e222-737c-4aed-b197-531c094e9437,3857274,1,5,3,941,Netherlands,20750,Cody Mathès Gakpo,Right Center Forward,100.6,31.0,120.0,36.4,0.059259485,Goal,Left Foot,Open Play,Normal,0
ff1a53d0-f872-4616-8507-eff81ff4f55f,3857274,1,10,39,3565,Ecuador,28559,Enner Remberto Valencia Lastra,Left Attacking Midfield,107.0,30.0,116.1,36.7,0.062208217,Blocked,Left Foot,Open Play,Half Volley,0
42373685-6982-43c1-900a-effd6f2a52ac,3857274,1,23,32,3565,Ecuador,37726,Moisés Isaac Caicedo Corozo,Left Defensive Midfield,94.8,37.9,98.1,37.9,0.030668529,Blocked,Right Foot,Open Play,Normal,0
6bcbde54-278e-4ad6-a4b4-b8a2297b48b3,3857274,1,26,56,3565,Ecuador,34396,Michael Steveen Estrada Martínez,Center Forward,112.1,34.6,113.0,43.9,0.069653474,Wayward,Left Foot,Open Play,Backheel,0
6e57cb5e-fe39-4d22-ab15-155340299c5e,3857274,1,31,53,3565,Ecuador,28559,Enner Remberto Valencia Lastra,Left Attacking Midfield,100.6,23.5,118.6,36.5,0.029882463,Saved,Right Foot,Open Play,Normal,0
02351ac9-8032-4e32-a23a-3700c1017f02,3857274,1,46,49,3565,Ecuador,28559,Enner Remberto Valencia Lastra,Left Attacking Midfield,110.2,47.9,111.1,47.5,0.024015462,Blocked,Head,Open Play,Normal,1
3e2667b7-6f4a-496d-9cb3-e8efa5f6515a,3857274,1,47,48,3565,Ecuador,37737,Angelo Smit Preciado Quiñónez,Right Wing Back,100.6,54.0,111.9,44.3,0.022953799,Blocked,Right Foot,Open Play,Half Volley,1
871c42ca-7750-4de7-93af-f8b750a8e61e,3857274,1,47,49,3565,Ecuador,24085,Pervis Josué Estupiñán Tenorio,Left Wing Back,112.0,44.1,116.7,43.3,0.18923391,Wayward,Left Foot,Open Play,Half Volley,0
ce31638e-77ff-4769-9fd0-6493ea1e5fbe,3857274,2,48,43,3565,Ecuador,24085,Pervis Josué Estupiñán Tenorio,Left Wing Back,105.8,28.7,116.7,37.9,0.08083876,Saved,Left Foot,Open Play,Normal,0
d53ccaf1-0307-4067-946b-d514978dfae2,3857274,2,48,44,3565,Ecuador,28559,Enner Remberto Valencia Lastra,Left Attacking Midfield,116.0,38.1,120.0,41.7,0.790909,Goal,Right Foot,Open Play,Half Volley,0
606e5dca-fb45-4582-8bc4-b6527ccf65ab,3857274,2,58,46,3565,Ecuador,28559,Enner Remberto Valencia Lastra,Left Attacking Midfield,102.0,37.5,111.5,41.3,0.09564507,Blocked,Right Foot,Open Play,Normal,0
94f9aa5a-82d1-4ae7-b3ff-122032190f11,3857274,2,58,48,3565,Ecuador,31152,Gonzalo Jordy Plata Jiménez,Right Attacking Midfield,104.2,52.6,120.0,37.5,0.046335444,Post,Left Foot,Open Play,Normal,0
480e1191-458e-4d33-af33-5c6fdf422fe0,3857274,2,63,19,3565,Ecuador,34396,Michael Steveen Estrada Martínez,Center Forward,105.1,38.0,117.5,45.3,0.13418972,Wayward,Left Foot,Open Play,Normal,1
