event_id,match_id,period,minute,team_id,player_id,position_name,duel_type,outcome_name,is_won,loc_x,loc_y
65675709-f0c5-4431-a1e6-bdbf44a944b8,3857297,1,22,799,5191,Left Back,Tackle,Success Out,1,14.0,1.8
e5bc4485-0edb-4434-8a01-fc732069f884,3857297,1,22,799,51469,Center Forward,Aerial Lost,,0,112.4,42.1
e09ffb70-a100-4009-9f7f-f62b0e469a4a,3857297,1,24,789,5668,Left Center Forward,Tackle,Lost In Play,0,94.2,22.7
1d05e121-47f0-40ba-bb94-9cb491826351,3857297,1,25,799,5191,Left Back,Aerial Lost,,0,8.4,40.8
9def7956-38a0-4d90-9d41-a0668f3b1029,3857297,1,26,789,11737,Right Defensive Midfield,Aerial Lost,,0,101.7,37.6
2ded0b69-e0ea-42d3-9bb3-51db2319e84a,3857297,1,27,789,7979,Right Midfield,Tackle,Lost Out,0,40.5,77.3
91e63c63-313f-43ff-b124-96ba27a43cc1,3857297,1,29,789,5665,Left Midfield,Tackle,Won,1,100.2,48.8
5d7cb9ba-558b-417a-b91e-6341bcfefaf1,3857297,1,32,799,5191,Left Back,Aerial Lost,,0,77.1,15.1
9538394a-fa53-46cb-a3cb-90dd04c1fe81,3857297,1,32,799,5715,Left Center Back,Tackle,Success In Play,1,66.1,18.0
c7a99107-684a-4b9b-aead-3ff633bcdc9d,3857297,1,32,789,3637,Left Defensive Midfield,Tackle,Won,1,51.2,49.9
c70986b9-46a9-4cea-a6b6-dcd28cf706f0,3857297,1,32,799,51099,Right Wing,Tackle,Lost In Play,0,63.7,32.6
64510d89-a1d6-4f45-8e2f-9649e3ec1054,3857297,1,33,799,51094,Right Center Back,Tackle,Lost In Play,0,34.0,40.5
aa1cfd09-c7d3-455e-bad7-192c65f88f36,3857297,1,41,799,51094,Right Center Back,Aerial Lost,,0,41.0,78.1
0fe24c3c-d147-4fff-bbb7-f47558884eae,3857297,1,49,789,5673,Left Back,Tackle,Lost In Play,0,24.1,24.2
19dd6466-70c6-48ae-821b-1b0ee8216a1e,3857297,1,53,799,5191,Left Back,Aerial Lost,,0,46.0,21.8
1df1107b-ab99-4c65-978f-2cb934e30f3e,3857297,1,53,799,5715,Left Center Back,Aerial Lost,,0,53.8,29.0
2fb6bf67-2363-4cb5-869c-61f396c92495,3857297,1,54,799,51099,Right Wing,Aerial Lost,,0,112.1,45.6
d581764a-76cd-4de4-9295-b8e1c38b3c8e,3857297,2,45,789,5665,Left Midfield,Aerial Lost,,0,66.4,66.4
f312274e-0231-45f5-9752-1755ac294fa3,3857297,2,46,789,4734,Right Back,Tackle,Lost Out,0,12.7,68.9
3084bcbb-90de-4006-8ef5-051b014de30a,3857297,2,46,799,51094,Right Center Back,Aerial Lost,,0,118.2,49.6
9637c906-fdb0-43c1-ac29-13265abc11bc,3857297,2,48,799,51094,Right Center Back,Aerial Lost,,0,109.6,34.5
e29b1a3c-274e-4509-9b3d-cc08d603ac22,3857297,2,49,789,5668,Center Forward,Aerial Lost,,0,114.5,22.4
ee343397-80e5-4025-9b4f-740cd6e968cc,3857297,2,51,799,51710,Left Back,Aerial Lost,,0,69.2,2.3
b2ee267d-3ce7-4f37-a934-cf56c8f04148,3857297,2,53,799,5713,Right Defensive Midfield,Aerial Lost,,0,38.4,60.2
d2f2370d-2fab-4f77-b14a-0b1d275b3363,3857297,2,55,789,5668,Center Forward,Aerial Lost,,0,73.7,66.4
8c67b6e9-0f2c-4a52-9165-6fa912a825e4,3857297,2,55,789,11737,Right Defensive Midfield,Tackle,Lost Out,0,55.8,76.2
5670ecf3-d30d-49ec-8adc-fb0d22463d36,3857297,2,59,799,51469,Center Forward,Tackle,Won,1,111.3,63.1
d8965a01-0d74-405e-a1db-2bf6da119d38,3857297,2,60,789,5668,Center Forward,Aerial Lost,,0,77.5,15.7
d5c8e2fd-b239-442b-be4a-da7c7e865243,3857297,2,60,799,54144,Center Attacking Midfield,Aerial Lost,,0,50.9,52.8
8cfed3d8-ac0a-4a2c-93c6-f4d26766be51,3857297,2,62,789,5665,Left Midfield,Aerial Lost,,0,78.9,27.2
69d79b0c-4973-4866-8771-4009073363e1,3857297,2,63,799,51710,Left Back,Tackle,Success Out,1,56.8,2.7
342e423d-562b-4905-8e89-b8243e17c442,3857297,2,65,799,5713,Right Defensive Midfield,Tackle,Lost Out,0,57.8,4.0
748cf570-36c5-4703-84d0-948f6702127e,3857297,2,66,799,51469,Center Forward,Aerial Lost,,0,63.9,4.2
9cf7dd81-d269-4adc-8f0f-84bca0695b82,3857297,2,66,789,11737,Right Defensive Midfield,Tackle,Lost In Play,0,54.4,61.9
be80b8e8-8d3a-4ffb-88f1-a52748ff53fe,3857297,2,68,789,5668,Right Center Forward,Tackle,Won,1,33.7,6.0
97657c2f-1f94-42ac-9120-7a12c9d0712c,3857297,2,68,799,5715,Left Center Back,Aerial Lost,,0,80.4,26.4
bb200aa8-703e-4943-a737-e358d97c00b5,3857297,2,71,799,5187,Left Wing,Tackle,Lost Out,0,7.2,2.3
132735cf-a2f9-4010-a065-8716f8c888c7,3857297,2,72,789,12493,Left Center Forward,Aerial Lost,,0,111.2,60.0
4f702ebc-1271-4ef8-9714-f6b8d425105d,3857297,2,75,789,12493,Left Center Forward,Aerial Lost,,0,83.2,25.9
7cf64053-25c5-4e84-9efa-cfaeec1804c3,3857297,2,75,789,12493,Left Center Forward,Aerial Lost,,0,93.4,12.7
f511e520-8530-4b44-9d32-69270e0ccf19,3857297,2,77,799,51094,Right Center Back,Aerial Lost,,0,32.7,61.8
c0044da5-0d9d-48d9-8132-ac726c337658,3857297,2,80,789,12493,Left Center Forward,Aerial Lost,,0,69.2,71.7
4f724050-b333-4025-aa72-f8db9d9d76fe,3857297,2,80,799,56755,Left Defensive Midfield,Aerial Lost,,0,12.7,38.7
253283c3-6aea-48c9-938f-29d945b26f38,3857297,2,86,789,5673,Left Back,Aerial Lost,,0,2.1,31.9
714bde0e-1c79-4d68-a107-48548ecae0d6,3857297,2,87,799,5713,Right Defensive Midfield,Aerial Lost,,0,45.7,5.4
f2d3b9fe-3902-44e5-a7c8-cc6ed370d227,3857297,2,87,789,5673,Left Back,Tackle,Lost In Play,0,28.0,26.0
0f0372f7-2e18-447f-abea-caecdd22e95b,3857297,2,88,789,5668,Right Center Forward,Tackle,Success In Play,1,41.8,46.9
dbc0e62d-97be-4594-a9f9-5cafb39d4ef8,3857297,2,89,799,54144,Center Attacking Midfield,Aerial Lost,,0,44.5,23.0
672753c1-72e4-43db-93f9-a6b9cc9ce20b,3857297,2,90,789,5668,Right Center Forward,Aerial Lost,,0,114.0,41.9
be4f5128-e02d-407e-bdb1-a1e3fcaf7378,3857297,2,90,799,74623,Left Defensive Midfield,Tackle,Success In Play,1,20.6,55.8
ab487dfa-675d-4207-9c76-40844861d90a,3857297,2,90,789,12493,Left Center Forward,Aerial Lost,,0,103.6,22.8
125eef65-5b15-4296-b714-22519b660167,3857297,2,91,799,51705,Right Wing,Tackle,Lost Out,0,10.1,74.1
41977528-3904-439c-936c-95fdbc66a425,3857297,2,91,799,51705,Right Wing,Aerial Lost,,0,35.0,63.6
58a5bc27-1694-475c-a9a1-07090c9355b5,3857297,2,95,799,74623,Left Defensive Midfield,Tackle,Lost In Play,0,35.8,21.8
ca057ed3-6380-411f-8bb2-0121af91c342,3857297,2,95,799,5715,Left Center Back,Tackle,Success In Play,1,16.2,33.1
710a712f-f2fd-4b85-b681-64b660d75e7d,3857297,2,96,789,12493,Left Center Forward,Aerial Lost,,0,71.9,68.3
744df51f-a5c0-49c5-b9f1-76f32fc3de4f,3857294,1,3,941,6994,Right Defensive Midfield,Tackle,Success In Play,1,68.7,11.4
33e8fa81-931b-451f-a8e3-72528fe1c0ba,3857294,1,3,3566,124506,Right Center Back,Tackle,Lost In Play,0,11.9,51.9
77f73634-ddaf-41a9-953c-818413671b12,3857294,1,4,941,20750,Right Center Forward,Tackle,Lost In Play,0,90.6,9.3
1f16123a-2deb-44f4-9b33-604958b3b7c8,3857294,1,4,941,3306,Left Center Back,Aerial Lost,,0,77.4,2.7
1f7f73a6-304d-451f-ad0f-c598c4fe9708,3857294,1,6,3566,124495,Right Center Forward,Aerial Lost,,0,62.2,57.2
3cee8b4b-2e8e-44d5-9e40-b97b5f7f5c46,3857294,1,7,941,21809,Right Center Back,Tackle,Lost In Play,0,73.0,73.1
4a4ebf08-d141-467e-8c58-8f3de4b8d53d,3857294,1,7,941,21809,Right Center Back,Tackle,Won,1,74.6,69.7
39293c85-3979-4fd3-bd0f-48c6e4868f8a,3857294,1,9,941,8125,Right Wing Back,Aerial Lost,,0,4.9,54.7
aa46845f-65b0-419a-8ccf-d58e35388206,3857294,1,10,3566,124488,Right Center Midfield,Tackle,Success In Play,1,47.6,33.4
3e2d9fe5-12f6-4d3b-bf93-b67b608d1529,3857294,1,10,941,6994,Right Defensive Midfield,Tackle,Lost In Play,0,91.3,76.7
3acace1e-1e37-46b6-909e-ebc92ffd3d06,3857294,1,10,941,3311,Left Wing Back,Aerial Lost,,0,43.1,5.9
0f25d4b0-a82e-4a8d-91f6-21a6c0074e2e,3857294,1,11,3566,124495,Right Center Forward,Aerial Lost,,0,57.5,54.8
8839123d-d11c-436d-82cf-2bd172c1b18a,3857294,1,11,3566,124506,Right Center Back,Tackle,Lost In Play,0,38.3,57.5
24f5e248-214e-4f63-81ec-96b9ee6e4401,3857294,1,14,3566,124495,Right Center Forward,Aerial Lost,,0,42.4,71.0
8911b768-906a-441b-90d5-4e250049af36,3857294,1,14,941,6994,Right Defensive Midfield,Tackle,Success In Play,1,84.0,32.9
f6f7ec9d-7f3b-440e-97f2-322392187262,3857294,1,17,3566,124495,Right Center Forward,Aerial Lost,,0,58.8,64.8
d73287c1-9d99-4d43-8192-0e87ef5f6585,3857294,1,18,3566,124493,Center Back,Aerial Lost,,0,7.1,35.6
fbaf6063-b93c-4e79-b7e5-46fb2776e781,3857294,1,18,941,4318,Center Attacking Midfield,Aerial Lost,,0,67.5,37.9
70e1c8f0-ba53-4e22-9326-802a6736070e,3857294,1,19,3566,124495,Right Center Forward,Tackle,Success In Play,1,49.1,50.1
0d62f1e8-3f13-434a-ab32-9e9bada0efc7,3857294,1,24,3566,124506,Right Center Back,Tackle,Success In Play,1,35.2,61.4
e8668aa8-5033-4a33-b62e-89c244d28652,3857294,1,27,3566,124495,Right Center Forward,Aerial Lost,,0,67.9,67.9
90cd15b0-3e17-41ef-b1c8-908b11c435c4,3857294,1,35,3566,124488,Left Center Midfield,Aerial Lost,,0,102.0,74.6
7b8b6617-4753-4391-94df-0a4ddfbf3047,3857294,1,35,941,8118,Left Defensive Midfield,Tackle,Lost In Play,0,27.8,8.3
aa6f54d5-1c05-4664-83c5-4690ad618890,3857294,1,36,941,20750,Right Center Forward,Tackle,Lost In Play,0,28.5,29.9
8462e816-50b1-4869-804d-870fee9c2708,3857294,1,39,3566,124494,Left Center Back,Tackle,Won,1,37.6,14.4
5ad4bbae-c307-4798-b48e-6793151744fa,3857294,1,39,941,2988,Left Center Forward,Aerial Lost,,0,95.7,23.0
75782fc7-518a-473f-8439-f8746d7295fe,3857294,1,39,3566,124500,Center Defensive Midfield,Tackle,Lost In Play,0,29.2,38.0
f5e57d41-1c4c-4a8b-99b3-6d58ff107f95,3857294,1,40,3566,124495,Right Center Forward,Aerial Lost,,0,76.5,4.8
1989d6c0-b304-449b-b86d-e200034c10e6,3857294,1,42,3566,124900,Left Wing Back,Aerial Lost,,0,44.3,5.3
72abd04e-2729-4506-a401-38dd6416bc2a,3857294,1,43,941,6994,Right Defensive Midfield,Tackle,Success In Play,1,48.7,59.6
40817ae6-680c-4276-9429-e79fe4b38790,3857294,2,47,3566,124899,Right Wing Back,Tackle,Lost In Play,0,26.4,53.9
8439b551-0c76-479d-8df4-2470c912f746,3857294,2,54,941,20750,Right Center Forward,Tackle,Success In Play,1,70.2,23.7
de70887e-0c3f-4cba-8d37-f35c7592a089,3857294,2,56,941,8125,Right Wing Back,Aerial Lost,,0,38.8,62.7
dde06d66-6607-47d9-bc7d-5a6122817d43,3857294,2,56,3566,124488,Left Center Midfield,Aerial Lost,,0,98.7,21.3
b9c3ba86-5027-473d-83e7-f0f87b41a1f2,3857294,2,56,941,4318,Center Attacking Midfield,Tackle,Won,1,25.5,58.8
da9dbaad-9bd6-496f-bf4b-3908602cc9d8,3857294,2,57,941,8125,Right Wing Back,Tackle,Lost Out,0,32.4,73.5
810ad4b6-623a-44fb-9d2a-75abfedcdb36,3857294,2,62,3566,124500,Center Defensive Midfield,Tackle,Success In Play,1,52.3,40.3
1cc21777-efab-440a-ad78-66ed330aa349,3857294,2,64,3566,149463,Left Center Midfield,Tackle,Success In Play,1,19.7,22.4
bc51ddc7-e061-4f7e-8f34-4ffecab0e813,3857294,2,71,3566,124494,Left Center Back,Tackle,Success In Play,1,58.2,3.6
c46bc601-7de7-41b2-b171-b7a8ba33ff1d,3857294,2,74,941,6994,Right Defensive Midfield,Tackle,Success In Play,1,31.8,54.9
aabcc079-88c6-4543-98b3-934617f5cae8,3857294,2,75,3566,124506,Right Center Back,Aerial Lost,,0,24.7,46.7
f8ebb178-6247-470d-a250-69f493c81406,3857294,2,75,3566,124901,Right Center Forward,Aerial Lost,,0,62.0,23.2
4114faf5-a8e0-46e3-be80-c21cb4fd9ea9,3857294,2,75,941,21809,Right Center Back,Aerial Lost,,0,69.7,49.1
3e9a5fdd-8e56-4bce-be11-f17515a5170a,3857294,2,75,3566,124492,Center Defensive Midfield,Aerial Lost,,0,49.3,34.0
8926999f-9c9f-4b37-a33c-02b09214daa9,3857294,2,81,941,3306,Left Center Back,Tackle,Success In Play,1,26.6,28.2
62c5a033-4d05-47fe-b363-f7476ddd5be1,3857294,2,83,941,8118,Left Defensive Midfield,Tackle,Won,1,70.2,79.3
d3a719f9-0cc6-4ed5-a21d-464cd9a999fb,3857294,2,86,3566,124506,Right Center Back,Tackle,Success In Play,1,43.8,48.1
fba25fdf-82fb-4877-93a1-9374e23dc8c4,3857294,2,88,3566,124512,Right Wing Back,Tackle,Success In Play,1,32.7,58.3
1c8edd67-205a-4bc2-b90d-1ccb8f8a75d6,3857294,2,89,941,3311,Left Wing Back,Aerial Lost,,0,4.8,27.6
595bd09e-5622-49a7-967f-bdb6c50b7606,3857294,2,92,941,7829,Right Center Forward,Aerial Lost,,0,62.2,38.1
7f5188bd-bb05-4d31-9caa-7210b9d6e064,3857294,2,95,941,7745,Center Attacking Midfield,Tackle,Lost In Play,0,98.7,30.6
2b3ccfb7-6366-4d8b-8da3-c498d9ef078d,3857266,1,0,771,6704,Left Back,Tackle,Lost Out,0,44.3,3.0
51421b99-c039-47cd-aed5-b1a0f4129234,3857266,1,1,771,5487,Center Attacking Midfield,Aerial Lost,,0,32.0,57.2
7377d14b-3818-4a0f-a842-16d802bcf1b2,3857266,1,1,771,6704,Left Back,Tackle,Lost Out,0,19.4,4.5
397bc891-03b7-4714-af99-e99afe1a3c57,3857266,1,3,776,27569,Right Wing,Aerial Lost,,0,79.3,15.1
f98c2a4b-5172-42f3-9d5a-cd6816161f07,3857266,1,3,776,3570,Right Defensive Midfield,Tackle,Won,1,23.5,56.9
b3c96de1-0de9-476a-b7dc-f8cbc299057c,3857266,1,5,771,10481,Right Defensive Midfield,Tackle,Lost In Play,0,91.5,28.3
45f753ea-525a-4daa-802c-2dba468984de,3857266,1,7,776,16190,Right Wing Back,Tackle,Lost Out,0,29.9,75.3
eb23b9b3-9196-4fa2-896e-be1d4e15b5d1,3857266,1,9,776,17043,Left Center Back,Aerial Lost,,0,5.1,34.5
f7b6b32c-b74f-4b9d-a54f-3815e4a27216,3857266,1,9,771,5485,Right Center Back,Aerial Lost,,0,85.0,37.6
cfbad001-981f-4153-b4c3-e875d0345eb5,3857266,1,12,776,5732,Center Forward,Aerial Lost,,0,7.7,33.2
ed5e5363-9111-467d-b271-1cf8e2df6935,3857266,1,14,776,16554,Left Wing Back,Tackle,Lost In Play,0,14.0,9.0
aaffba3c-4e41-43f8-9d94-4bd22522629f,3857266,1,14,776,8247,Right Center Back,Aerial Lost,,0,8.5,40.8
2a3430ff-596f-4151-a0dd-8b91673cb77c,3857266,1,17,771,8519,Left Center Back,Tackle,Success In Play,1,47.3,29.7
f1c9d458-e3f6-4998-95e6-9ef00520323b,3857266,1,17,776,8247,Right Center Back,Tackle,Success In Play,1,35.9,54.2
eedd3d4d-471d-41ae-a62c-7074655a28cc,3857266,1,18,771,5477,Right Wing,Tackle,Lost Out,0,18.6,72.7
e0c7cb80-2679-4cff-acd9-d762171f6869,3857266,1,21,771,10481,Right Defensive Midfield,Tackle,Won,1,62.4,3.7
50cb6dde-1fc8-48a6-b4f2-f9dd89dbc2cf,3857266,1,27,776,16190,Right Wing Back,Aerial Lost,,0,106.0,62.7
590f7fdf-bc05-4667-9ed8-07ffe66fa776,3857266,1,28,771,3604,Center Forward,Aerial Lost,,0,71.0,72.9
d8da9d63-0408-4a4b-aa81-53ec3b27ee6e,3857266,1,28,771,3009,Left Wing,Aerial Lost,,0,95.6,37.2
9d79c4a3-519d-4dbe-9fdb-55da2fd7e05e,3857266,1,28,771,8519,Left Center Back,Tackle,Won,1,21.1,10.8
9dff9871-84a1-4b6e-9f7a-ef59b1ad2d5e,3857266,1,29,776,17043,Left Center Back,Aerial Lost,,0,56.8,17.2
d6c2a0e8-9a96-4298-a513-a5de55a42316,3857266,1,31,771,8519,Left Center Back,Tackle,Success Out,1,12.0,4.4
aaa9a284-ff3e-4b0b-874f-2f27a6bc40ca,3857266,1,32,776,16554,Left Wing Back,Tackle,Lost Out,0,41.6,6.5
51351094-8bb8-487d-a300-537b0fd1d416,3857266,1,33,776,24443,Left Wing,Tackle,Lost In Play,0,31.8,8.9
0e3eb2cf-3d43-44af-bf39-838e7be37736,3857266,1,35,776,3570,Right Defensive Midfield,Tackle,Won,1,32.3,57.3
f83a5a8c-9581-4d63-9544-d9a8757205a1,3857266,1,35,771,3604,Center Forward,Aerial Lost,,0,65.5,54.2
7a5abec7-ec15-4470-bebe-6e7ce83f79cf,3857266,1,36,776,3570,Right Defensive Midfield,Aerial Lost,,0,55.1,29.6
8711393b-9364-428a-8d69-29206b7d4258,3857266,1,36,776,17043,Left Center Back,Aerial Lost,,0,11.5,34.9
a7f2eb22-5a0d-43aa-834c-6e76fee618b5,3857266,1,37,771,5477,Right Wing,Tackle,Won,1,22.3,70.2
540aeb35-f214-42d1-9c21-094a60fdbd98,3857266,1,38,771,3604,Center Forward,Aerial Lost,,0,26.7,74.5
7bf3a75a-6a52-48d6-8435-172838ba9616,3857266,1,38,771,5477,Right Wing,Aerial Lost,,0,50.3,69.9
b0b79280-5b1c-49a5-9116-9d0328d99ae3,3857266,1,38,771,5485,Right Center Back,Aerial Lost,,0,30.0,62.4
0420857e-1097-4502-8c7a-44f210334f95,3857266,1,38,776,3043,Left Defensive Midfield,Tackle,Success In Play,1,30.2,59.5
2db12bd0-f6a3-4ef4-be33-aa2a494d6cff,3857266,1,39,776,5732,Center Forward,Aerial Lost,,0,58.1,12.3
aded3bc2-2558-4a97-afa4-2033e0755d9d,3857266,1,41,776,3570,Right Defensive Midfield,Aerial Lost,,0,53.8,32.6
3d748c41-a704-40c6-a017-05689d8da1d4,3857266,1,41,771,3026,Left Defensive Midfield,Aerial Lost,,0,52.4,30.2
bd225962-12a4-4623-8915-28874cde8eaf,3857266,1,45,771,3026,Left Defensive Midfield,Tackle,Success In Play,1,51.6,63.8
3cf9aca9-96b0-4e73-9480-c11cc05ff7ba,3857266,1,46,776,5732,Center Forward,Aerial Lost,,0,79.2,37.5
c53f084a-8eb0-410e-b158-e1f8c5a98de1,3857266,1,47,771,3026,Left Defensive Midfield,Tackle,Success In Play,1,76.1,56.4
7b9a7a2c-f127-4d88-b5e0-72b48686c2c8,3857266,1,47,776,24443,Left Wing,Tackle,Lost In Play,0,44.4,18.1
8cb4140b-092a-494c-a705-7bced53f6770,3857266,2,47,776,3570,Right Defensive Midfield,Tackle,Won,1,40.6,38.1
3b8504e4-6eda-4d32-a6ed-126b3d3dae21,3857266,2,48,771,5487,Center Attacking Midfield,Tackle,Success In Play,1,67.3,76.9
1ba454c0-57fe-4ada-a02f-c01cfa088ce5,3857266,2,49,771,8519,Left Center Back,Tackle,Success In Play,1,20.6,52.0
7e43e413-1e8f-4775-9965-9f486eaaf304,3857266,2,49,771,3009,Left Wing,Aerial Lost,,0,47.2,23.4
9b485435-43ee-4f4e-a869-4e5fa7dc93ed,3857266,2,49,771,3026,Left Defensive Midfield,Tackle,Won,1,5.8,25.0
fc65a14d-a2ba-46b3-9427-1a5a0836d170,3857266,2,51,771,6704,Left Back,Aerial Lost,,0,12.6,53.7
51ad1c04-7cc1-42ba-9bcc-c7db0dc385e6,3857266,2,51,776,16554,Left Wing Back,Tackle,Lost In Play,0,45.7,4.6
9fa5671f-36a8-4031-890f-c8d1133a4c61,3857266,2,52,771,4445,Right Back,Tackle,Won,1,27.8,73.8
be456a69-532a-44da-9b39-fd00ff1b1755,3857266,2,53,776,27569,Right Wing,Aerial Lost,,0,82.7,10.9
ed0a67c5-ccf9-4eaa-b3c0-1bcddc78f5a3,3857266,2,53,771,8519,Left Center Back,Tackle,Lost In Play,0,42.0,37.7
ab823922-5571-4080-8d01-1f6580c4fba9,3857266,2,54,771,6704,Left Back,Tackle,Lost Out,0,13.8,16.6
771fbcb3-015e-4ed4-9ec8-c667548be9d3,3857266,2,54,776,3959,Center Back,Aerial Lost,,0,110.2,37.2
3e2863d2-fec0-4938-821a-ef5e51f2bc62,3857266,2,58,776,3570,Right Defensive Midfield,Tackle,Success In Play,1,15.7,32.4
1e634d3e-eb9d-4b86-b0c8-1ce05f73b04b,3857266,2,60,771,5487,Center Attacking Midfield,Tackle,Won,1,19.6,79.0
c03c8db0-5967-4592-b28b-6b1e9bb9ff51,3857266,2,63,776,24443,Left Wing,Tackle,Success In Play,1,50.9,9.2
e5f7bbf0-8198-4d21-8a48-4e7ea9ac1e99,3857266,2,63,771,6704,Left Back,Tackle,Lost Out,0,33.9,3.3
6268b4b8-a4c3-4dac-afb0-bc003bc15643,3857266,2,64,776,8247,Right Center Back,Aerial Lost,,0,59.6,73.5
60bbdd9b-8c28-489a-bf5d-78090253a116,3857266,2,65,776,4447,Center Forward,Aerial Lost,,0,74.2,9.4
3e9be72d-4582-46ed-a834-a732cd31a8d3,3857266,2,66,776,16190,Right Wing Back,Tackle,Won,1,80.6,59.0
83251d55-c856-4ea5-ac0f-ece83fdb53b0,3857266,2,66,771,10481,Right Defensive Midfield,Tackle,Lost In Play,0,35.2,27.6
5040c807-eebe-4514-a0a2-a19b5a570614,3857266,2,67,771,8519,Left Center Back,Aerial Lost,,0,7.9,36.2
0554b742-1416-46ec-a7f7-86012c50d21f,3857266,2,68,776,16190,Right Wing Back,Tackle,Lost Out,0,52.0,74.9
ac14bf46-bc26-4c89-afec-198744ac9da3,3857266,2,69,776,3570,Right Defensive Midfield,Tackle,Won,1,15.1,25.8
41639e40-e7d5-485b-a89a-d81589958b86,3857266,2,69,771,5485,Right Center Back,Aerial Lost,,0,78.9,70.1
7b9d24a8-945b-4757-a272-9d56c9d107ae,3857266,2,69,776,8247,Right Center Back,Tackle,Lost Out,0,3.1,75.3
4c9de48a-d4e9-4f1d-a72e-83a066ecae02,3857266,2,69,776,16190,Right Wing Back,Tackle,Success In Play,1,7.7,64.2
efc080ec-c708-496f-8fae-1e31ce340255,3857266,2,73,771,5487,Center Attacking Midfield,Tackle,Lost Out,0,25.2,4.1
884691f2-0a9f-489d-97ad-eb1a36d3e18d,3857266,2,74,771,2972,Center Forward,Aerial Lost,,0,63.3,28.4
29ae4f81-64a6-40df-b8a6-ad0e893780dd,3857266,2,75,776,16190,Right Wing Back,Tackle,Lost Out,0,7.8,56.1
43af9fe1-798a-4d66-9473-9f84636cad02,3857266,2,76,771,3026,Left Defensive Midfield,Aerial Lost,,0,111.8,37.9
3dca67fe-1e68-47da-858d-e62569c079f6,3857266,2,76,776,16554,Left Wing Back,Tackle,Lost Out,0,17.1,1.7
d68b6e77-67d6-4c4e-97c2-a30e424480e4,3857266,2,78,771,4445,Right Back,Aerial Lost,,0,110.4,44.5
fd3b4818-e758-47c1-aa35-93e2dd2776da,3857266,2,78,776,8247,Right Center Back,Aerial Lost,,0,9.4,39.4
85a45b7b-6fd9-41f3-998d-560673c3581b,3857266,2,81,771,2972,Center Forward,Aerial Lost,,0,69.1,58.6
734ca9a8-5ba8-4301-b163-14c4a48908c9,3857266,2,81,776,6302,Left Wing,Aerial Lost,,0,72.9,19.0
f038c351-d6e6-49be-9d77-dfa8608c4e7a,3857266,2,83,776,27569,Right Wing,Aerial Lost,,0,105.9,50.5
cd1765c0-8e12-45f4-bae4-1cade6ee1e58,3857266,2,90,776,3959,Center Back,Aerial Lost,,0,65.3,35.2
56eaee0f-36e7-41ca-acf9-54db22eb3217,3857266,2,91,771,8217,Right Wing,Aerial Lost,,0,63.0,74.0
9e16439e-02df-4fe5-baca-d1af078c3ccf,3857266,2,91,771,10481,Right Defensive Midfield,Tackle,Lost In Play,0,35.0,64.4
78a18142-04a8-4225-b38f-22893917d07c,3857266,2,93,776,24547,Right Wing Back,Tackle,Won,1,117.6,57.4
c8e305a2-fab0-4f0b-af53-0763515cb43f,3857266,2,95,771,2972,Center Forward,Aerial Lost,,0,101.1,13.8
3f8064da-44d3-4d76-af7f-c66f6f5eea5b,3857266,2,96,776,17043,Left Center Back,Aerial Lost,,0,110.4,47.1
79c9448e-0f65-4cdb-934a-79be4eebce70,3857284,1,0,770,6322,Right Back,Aerial Lost,,0,75.2,45.7
054ab781-21a2-414e-ad6b-681f27425b57,3857284,1,1,770,5562,Center Attacking Midfield,Aerial Lost,,0,80.9,51.1
67cdec7c-8fe1-4efb-83b5-371f4f6b921f,3857284,1,1,778,23721,Right Defensive Midfield,Tackle,Lost In Play,0,56.7,77.0
c635aa8f-be5e-4d78-9336-6a3bb4c34bbc,3857284,1,1,778,29595,Right Center Back,Tackle,Lost In Play,0,39.4,72.8
e9c206a1-b369-4103-99ce-ba26ea0b7f32,3857284,1,1,778,23527,Right Wing,Tackle,Lost In Play,0,43.3,74.4
e610e5bf-6fae-4796-9efb-70c39d2e3879,3857284,1,1,770,10287,Left Defensive Midfield,Aerial Lost,,0,93.2,30.0
e23d22a4-53c6-43a4-a4b0-cb946261311e,3857284,1,5,770,8966,Center Forward,Aerial Lost,,0,39.0,8.7
528b7b5d-f084-4a95-bf2a-2eac435833b5,3857284,1,7,778,9411,Center Attacking Midfield,Aerial Lost,,0,25.5,16.7
3997e966-2802-43b0-91d8-a7bfab579ff0,3857284,1,7,778,9411,Center Attacking Midfield,Tackle,Won,1,39.0,41.1
7ac5b15b-df59-4aa3-9fe7-5249da8d99a7,3857284,1,8,778,23721,Right Defensive Midfield,Tackle,Success In Play,1,58.8,69.4
cde60a90-6a61-4362-ae41-bdb40ccdf2f0,3857284,1,9,770,12034,Left Back,Aerial Lost,,0,87.5,16.6
cd5f786a-f76f-44a9-a022-c1571b4a9334,3857284,1,10,770,10287,Left Defensive Midfield,Aerial Lost,,0,71.6,68.1
2a18376c-b995-46d2-9df1-52dd164fd5df,3857284,1,11,778,3530,Right Back,Tackle,Success In Play,1,3.8,65.4
87219f13-7b6c-4938-b90b-fc8d3399e335,3857284,1,12,778,37208,Left Defensive Midfield,Tackle,Lost In Play,0,32.9,46.8
0b61659b-1589-47e7-a2a6-5341fec6a8bc,3857284,1,15,778,3530,Right Back,Aerial Lost,,0,9.6,29.5
1e36f567-d820-4b4d-8d0d-1b65bd04a2f1,3857284,1,16,778,30628,Center Forward,Aerial Lost,,0,72.6,37.6
